2010-05-20 12:48:20 Notice: Notice (8): Undefined property: PostsController::$UserMst in [/var/www/staple/app/app_controller.php, line 70]
2012-04-16 09:34:35 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:39:44 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:39:46 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:40:02 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:40:34 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:40:47 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:41:27 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:41:39 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:47:08 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:49:58 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:51:21 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:51:52 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:52:51 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:53:00 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:53:13 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:53:14 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:53:32 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:53:32 Notice: Notice (8): Undefined variable: data in [/var/www/household/app/views/records/edit.ctp, line 43]
2012-04-16 09:53:37 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:53:37 Notice: Notice (8): Undefined variable: record in [/var/www/household/app/views/records/edit.ctp, line 43]
2012-04-16 09:54:09 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:54:17 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:54:17 Notice: Notice (8): Undefined index:  Records in [/var/www/household/app/views/records/edit.ctp, line 43]
2012-04-16 09:54:23 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:54:23 Notice: Notice (8): Undefined index:  date in [/var/www/household/app/views/records/edit.ctp, line 43]
2012-04-16 09:54:28 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:54:44 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:54:52 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:56:42 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:56:42 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:56:45 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:56:51 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:56:52 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:56:56 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:57:11 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:57:11 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:57:28 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:58:31 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 09:58:42 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-16 10:43:35 Notice: Notice (8): Constant LOG_ERROR already defined in [/etc/httpd/virtualhost.d/household.php, line 11]
2012-04-16 10:43:36 Notice: Notice (8): Constant LOG_ERROR already defined in [/etc/httpd/virtualhost.d/household.php, line 11]
2012-04-16 10:45:13 Notice: Notice (8): Constant LOG_ERROR already defined in [/etc/httpd/virtualhost.d/household.php, line 11]
2012-04-16 10:45:21 Notice: Notice (8): Constant LOG_ERROR already defined in [/etc/httpd/virtualhost.d/household.php, line 11]
2012-04-16 10:45:22 Notice: Notice (8): Constant LOG_ERROR already defined in [/etc/httpd/virtualhost.d/household.php, line 11]
2012-04-16 10:45:22 Notice: Notice (8): Undefined variable: categories in [/var/www/household/app/views/graph/index.ctp, line 69]
2012-04-16 10:45:22 Notice: Notice (8): Constant LOG_ERROR already defined in [/etc/httpd/virtualhost.d/household.php, line 11]
2012-04-16 10:46:23 Notice: Notice (8): Constant LOG_ERROR already defined in [/etc/httpd/virtualhost.d/household.php, line 11]
2012-04-16 10:46:47 Notice: Notice (8): Constant LOG_ERROR already defined in [/etc/httpd/virtualhost.d/household.php, line 11]
2012-04-16 10:46:48 Notice: Notice (8): Undefined variable: vouncer_list in [/var/www/household/app/views/main/index.ctp, line 22]
2012-04-16 10:46:48 Notice: Notice (8): Undefined variable: master_category_list in [/var/www/household/app/views/main/index.ctp, line 38]
2012-04-16 10:46:48 Notice: Notice (8): Undefined variable: info_category_list in [/var/www/household/app/views/main/index.ctp, line 46]
2012-04-16 10:47:11 Notice: Notice (8): Constant LOG_ERROR already defined in [/etc/httpd/virtualhost.d/household.php, line 11]
2012-04-16 10:47:12 Notice: Notice (8): Undefined variable: vouncer_list in [/var/www/household/app/views/main/index.ctp, line 22]
2012-04-16 10:47:12 Notice: Notice (8): Undefined variable: master_category_list in [/var/www/household/app/views/main/index.ctp, line 38]
2012-04-16 10:47:12 Notice: Notice (8): Undefined variable: info_category_list in [/var/www/household/app/views/main/index.ctp, line 46]
2012-04-16 10:47:35 Notice: Notice (8): Constant LOG_ERROR already defined in [/etc/httpd/virtualhost.d/household.php, line 11]
2012-04-16 10:49:37 Notice: Notice (8): Constant LOG_ERROR already defined in [/etc/httpd/virtualhost.d/household.php, line 11]
2012-04-16 10:49:39 Notice: Notice (8): Constant LOG_ERROR already defined in [/etc/httpd/virtualhost.d/household.php, line 11]
2012-04-16 10:49:39 Notice: Notice (8): Undefined variable: categories in [/var/www/household/app/views/graph/index.ctp, line 69]
2012-04-16 10:49:40 Notice: Notice (8): Constant LOG_ERROR already defined in [/etc/httpd/virtualhost.d/household.php, line 11]
2012-04-16 10:51:07 Notice: Notice (8): Constant LOG_ERROR already defined in [/etc/httpd/virtualhost.d/household.php, line 11]
2012-04-16 10:51:07 Notice: Notice (8): Undefined variable: categories in [/var/www/household/app/views/graph/index.ctp, line 69]
2012-04-16 10:51:07 Notice: Notice (8): Constant LOG_ERROR already defined in [/etc/httpd/virtualhost.d/household.php, line 11]
